,barangay,district,name_original,address,address_clean,major_division,sub_division,category,data_source,open_hours,close_hours,latitude,longitude
241,Greater Lagro,5,prime montessori school inc.,"blk 76, lot 67, ascension  avenue, lagro subdivision novaliches, greater lagro, quezon city, ncr, 1100","blk 76, lot 67, ascension avenue, lagro subdivision novaliches, greater lagro, quezon city, ncr, 1100, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:00AM,5:00PM,14.73243598,121.067502
242,Greater Lagro,5,Greater Lagro Health Center,"Blk, 47, Lot 1, Ascension Avenue, Brgy. Greater Lagro","Blk, 47, Lot 1, Ascension Avenue, Barangay Greater Lagro, Quezon City, Philippines",Health centers,#N/A,Health center pharmacy,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.71452302,121.067183
243,Greater Lagro,5,aces aba intervention learning and assessment center,"blk 50, lot 45, noche buena cor. pabasa st., greater lagro, quezon city, ncr, 1100","blk 50, lot 45, noche buena corner pabasa Street, greater lagro, quezon city, ncr, 1100, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:00AM,5:00PM,#N/A,#N/A
244,Gulod,5,vtr ventures inc.,"bldg 4 doors 1 & 16-17, del nacia bldg.,, forest hill drive, gulod, quezon city, ncr, 1117","bldg 4 doors 1 & 16-17, del nacia Building, forest hill drive, gulod, quezon city, ncr, 1117, Philippines",Long-term care and rehabilitation services,#N/A,Physical/occupational therapy school,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.71633229,121.0421831
245,Gulod,5,prime care physiotherapy and rehabilitation center co.,"793, novaliches general hospital, quirino highway, gulod, quezon city, ncr, 1117","793, novaliches general hospital, quirino highway, gulod, quezon city, ncr, 1117, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,5:00PM,14.709474,121.0390468
246,Gulod,5,Villareal,"3rd floor Old Barangay Hall Building, Quirino Highway, Brgy. Gulod","3rd floor Old Barangay Hall Building, Quirino Highway, Barangay Gulod, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.71350568,121.0401028
247,Gulod,5,Don Crispulo,"Bering St. cor Don Crispulo Street, Area V, Brgy. Gulod","Bering Street corner Don Crispulo Street, Area V, Barangay Gulod, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.71150515,121.045224
248,Gulod,5,Nitang,# 47 Nitang Avenue Brgy Gulod,"# 47 Nitang Avenue Barangay Gulod, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.71295602,121.042349
249,Gulod,5,POCC (Holy Trinity),"Nenita Extn. POCC Compound Area VI, Brgy. Gulod","Nenita Extension POCC Compound Area VI, Barangay Gulod, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.7134709,121.0402729
250,Gulod,5,"holy child academy, inc.","10, london drive, gulod, quezon city, ncr, 1117","10, london drive, gulod, quezon city, ncr, 1117, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",6:00AM,5:00PM,14.7166679,121.0393972
251,Gulod,5,Joan of Arc,"2nd Floor HOA Bldg., Victoria St. Joan of Arc, Brgy. Gulod","2nd Floor HOA Building, Victoria Street Joan of Arc, Barangay Gulod, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
252,Gulod,5,Florentina,"Interior Florentina St. Castro Compound, Brgy. Gulod","Interior Florentina Street Castro Compound, Barangay Gulod, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.71014024,121.0433474
253,Gulod,5,Gulod,"#47 Villaflor Village, Brgy. Gulod","#47 Villaflor Village, Barangay Gulod, Quezon City, Philippines",Health centers,#N/A,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.7119571,121.0385017
254,Gulod,5,Golden HOA I,"Ground flr. Golden HOA Livelihood Center Building, Golden HOA Area, Brgy Gulod","Ground Floor Golden HOA Livelihood Center Building, Golden HOA Area, Barangay Gulod, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.7134709,121.0402729
255,Holy Spirit,2,Betty Go Belmonte Super,"2nd Flr. 12 Artillery Road, Brgy. Holy Spirit","2nd Floor 12 Artillery Road, Barangay Holy Spirit, Quezon City, Philippines",Health centers,#N/A,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.6821557,121.0785305
256,Holy Spirit,2,Kasiyahan,"Kasiyahan Covered Court, Brgy. Holy Spirit","Kasiyahan Covered Court, Barangay Holy Spirit, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.683899,121.076458
257,Holy Spirit,2,hoscomco academy inc.,"blk. 6, lot 20, faustino st., isidora hills, holy spirit, quezon city, ncr, 1127","blk. 6, lot 20, faustino Street, isidora hills, holy spirit, quezon city, ncr, 1127, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,14.68360549,121.076752
258,Holy Spirit,2,Betty Go Belmonte Lying–In Clinic,"Artillery Road, Garcia Heights, Brgy. Holy Spirit","Artillery Road, Garcia Heights, Barangay Holy Spirit, Quezon City, Philippines",Health centers,#N/A,LGU-run lying-in clinics,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.6821557,121.0785305
259,Holy Spirit,2,Bahay Aruga for Abandoned Elderly,"YWCA Building, Don Victorino Street in Don Antonio Heights, Barangay Holy Spirit, Quezon City","YWCA Building, Don Victorino Street in Don Antonio Heights, Barangay Holy Spirit, Quezon City, Philippines",Older persons care,#N/A,Bahay Aruga for Abandoned Elderly,"Data_QC Caring Cities Tracker, QC LGU Services&Locations",#N/A,#N/A,14.6821557,121.0785305
260,Holy Spirit,2,Sto. Niño,"Side of Sto. Niño Covered Court, Brgy. Holy Spirit","Side of Sto. Niño Covered Court, Barangay Holy Spirit, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.6915137,121.0798184
261,Holy Spirit,2,Veterans,"6 Faustino St., Brgy Holy Spirit","6 Faustino Street, Barangay Holy Spirit, Quezon City, Philippines",Health centers,#N/A,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.68381281,121.0764422
262,Holy Spirit,2,Mapayapa,"Area 7 Nawasa Line, Brgy. Holy Spirit","Area 7 Nawasa Line, Barangay Holy Spirit, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.6821557,121.0785305
263,Holy Spirit,2,Betty Go Belmonte Super Health Centers,"2nd Floor, 12 Artillery Road Brgy. Holy Spirit","2nd Floor, 12 Artillery Road Barangay Holy Spirit, Quezon City, Philippines",Health centers,#N/A,Super health care centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.6821557,121.0785305
264,Holy Spirit,2,Zebra,"San Simon St. (back of Brgy. Annex), Brgy. Holy Spirit","San Simon Street (back of Barangay Annex), Barangay Holy Spirit, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.6898722,121.0849414
265,Holy Spirit,2,Betty Go-Belmonte Super Health Center,"2nd Flr. 12 Artillery Road, Brgy. Holy Spirit","2nd Floor 12 Artillery Road, Barangay Holy Spirit, Quezon City, Philippines",Health centers,#N/A,Health center pharmacy,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.6821557,121.0785305
266,Holy Spirit,2,Sto. Domingo,"Republic Chapel (inside the gate), Brgy. Holy Spirit","Republic Chapel (inside the gate), Barangay Holy Spirit, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.6821557,121.0785305
267,Holy Spirit,2,St. Catherine,"St. Catherine St., Brgy. Holy Spirit","Street Catherine Street, Barangay Holy Spirit, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,#N/A,#N/A
268,Holy Spirit,2,Kaligtasan,"120 Don Vicente Kaligtasan St., Brgy. Holy Spirit","120 Don Vicente Kaligtasan Street, Barangay Holy Spirit, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.67707351,121.0775547
269,Holy Spirit,2,christian family centre school foundation inc.,"58, sto domingo, holy spirit, quezon city, ncr, 1127","58, sto domingo, holy spirit, quezon city, ncr, 1127, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,14.68743899,121.085391
270,Holy Spirit,2,Barangay Complex,"Don Faustino St., (inside Barangay Hall compound) Brgy. Holy Spirit","Don Faustino Street, (inside Barangay Hall compound) Barangay Holy Spirit, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.6821557,121.0785305
271,Holy Spirit,2,three g playhub and therapy center,"unit 3-b , no. 70 holy spirit drive cor. paraluman st., isidora hills, holy spirit, quezon city, ncr, 1127","unit 3-b , 70 holy spirit drive corner paraluman Street, isidora hills, holy spirit, quezon city, ncr, 1127, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,6:00PM,14.68348449,121.0781116
272,Holy Spirit,2,Holy Spirit,"373 Sta. Catalina St., Brgy. Holy Spirit","373 Sta. Catalina Street, Barangay Holy Spirit, Quezon City, Philippines",Health centers,#N/A,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.68943799,121.083765
273,Horseshoe,4,Horseshoe,"Brgy. Horsehoe Bgy. Hall, Sunset Drive","Barangay Horsehoe Barangay Hall, Sunset Drive, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.61102843,121.0433513
274,Immaculate Concepcion,4,F. Manalo,F. Manalo St. Brgy. Immaculate Concepcion,"F. Manalo Street Barangay Immaculate Concepcion, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.622284,121.048552
275,Immaculate Concepcion,4,Hillcrest,"Hillcrest St., Cubao (sidewalk) Brgy. Immaculate Concepcion","Hillcrest Street, Cubao (sidewalk) Barangay Immaculate Concepcion, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.62413548,121.0404923
276,Immaculate Concepcion,4,cubbie play and learning center,"unit 201, redgold building, 1840 e.rodriguez sr. ave., immaculate concepcion, quezon city, ncr, 1111","unit 201, redgold building, 1840 e.rodriguez sr. Avenue, immaculate concepcion, quezon city, ncr, 1111, Philippines",Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:00AM,5:00PM,14.6222,121.045
277,Immaculate Concepcion,4,brain master diagnostic center,"unit 6 g/f, corner complex bldg. , 12 new york ave., cubao, immaculate concepcion, quezon city, ncr, 1111","unit 6 g/f, corner complex Building , 12 new york Avenue, cubao, immaculate concepcion, quezon city, ncr, 1111, Philippines",Long-term care and rehabilitation services,#N/A,Psychological clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,#N/A,#N/A
278,Kaligayahan,5,Mockingbird,"Barangay Kaligayahan Hall, Mockingbird St. Zabarte Subd., Brgy. Kaligayahan","Barangay Kaligayahan Hall, Mockingbird Street Zabarte Subdivision, Barangay Kaligayahan, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.73752546,121.0519651
279,Kaligayahan,5,Tawid Sapa II,"Zone 1 cor. Sampalucan St., Tawid Sapa, Brgy. Kaligayahan","Zone 1 corner Sampalucan Street, Tawid Sapa, Barangay Kaligayahan, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.7271887,121.0444338
280,Kaligayahan,5,Tawid Sapa I,"Blk. 10 Phase 1, Kalinga Tawid Sapa, Brgy. Kaligayahan","Blk. 10 Phase 1, Kalinga Tawid Sapa, Barangay Kaligayahan, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.7271887,121.0444338
281,Kaligayahan,5,Bistekville 2,"1st Flr Bistekville II Multi-Purpose Hall Building, Brgy. Kaligayahan","1st Flr Bistekville II Multi-Purpose Hall Building, Barangay Kaligayahan, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.7271887,121.0444338
282,Kaligayahan,5,mobilitypro physical therapy clinic,"4th floor rm. 4 and 5, tobit bldg, zabarte road, kaligayahan, quezon city, ncr, 1124","4th floor Room 4 and 5, tobit bldg, zabarte road, kaligayahan, quezon city, ncr, 1124, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,6:00PM,14.73724348,121.0474823
283,Kaligayahan,5,mobilitypro physical therapy clinic,"4th floor rm. 4 and 5, tobit bldg, zabarte road, kaligayahan, quezon city, ncr, 1124","4th floor Room 4 and 5, tobit bldg, zabarte road, kaligayahan, quezon city, ncr, 1124, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,6:00PM,14.73724348,121.0474823
284,Kaligayahan,5,cudiamat medical corp.,"jdc building, blk. 5, lot 9, zabarte road , hobart village, kaligayahan, quezon city, ncr, 1124","jdc building, blk. 5, lot 9, zabarte road , hobart village, kaligayahan, quezon city, ncr, 1124, Philippines",Long-term care and rehabilitation services,#N/A,Physical therapy clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",9:00AM,6:00PM,14.7360599,121.0476525
285,Kaligayahan,5,Kaligayahan,"58 Kingfisher St., Zabarte Subd.,, Brgy. Kaligayahan","58 Kingfisher Street, Zabarte Subdivision, Barangay Kaligayahan, Quezon City, Philippines",Health centers,#N/A,Health centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Health",#N/A,#N/A,14.73453941,121.0500914
286,Kaligayahan,5,Junji,"Junji Street, Rolling Hills Western Village, Brgy. Kaligayahan","Junji Street, Rolling Hills Western Village, Barangay Kaligayahan, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.73240967,121.0506567
287,Kaligayahan,5,Kingfisher,Kingfisher St. Zabarte Subd. Brgy. Kaligayahan (beside Kaligayahan Health Center),"Kingfisher Street Zabarte Subdivision Barangay Kaligayahan (beside Kaligayahan Health Center), Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.73453941,121.0500914
288,Kalusugan,4,"st. joseph's college of quezon city, inc.","295, e rodriguez sr. ave, kalusugan, quezon city, ncr, 1124","295, e rodriguez sr. ave, kalusugan, quezon city, ncr, 1124, Philippines",Schools,Private,Private school,"QC Future Ready dashboard, Schools",8:00AM,5:00PM,14.62228541,121.0256057
289,Kamuning,4,Kamuning,"Bgy. Hall, #113 Kamuning Rd. Brgy. Kamuning","Barangay Hall, #113 Kamuning Road Barangay Kamuning, Quezon City, Philippines",Childcare,Public,Child development centers,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",#N/A,#N/A,14.63018301,121.043739
290,Kamuning,4,gcr psychometrics center,"unit 303, jp yambao bldg, #52 kamuning road, kamuning, quezon city, ncr, 1103","unit 303, jp yambao bldg, #52 kamuning road, kamuning, quezon city, ncr, 1103, Philippines",Long-term care and rehabilitation services,#N/A,Psychological clinic,"QC Future Ready dashboard, Long-term care and rehabilitation services",8:00AM,5:00PM,14.6283386,121.0379957
