name_original,address,address_clean,barangay,district,major_division,sub_division,category,source_reference,open_hours,close_hours,longitude,latitude,frequency_mon_fri,frequency_saturday,frequency_sunday,bus_route,data_source
SAMAPINA,"Block 1 Lot 60 Sampaguita St. Maligaya Park, Brgy. Pasong Putik Proper","Block 1 Lot 60 Sampaguita Street Maligaya Park, Barangay Pasong Putik Proper, Quezon City, Philippines",Pasong Putik Proper,5.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0583939,14.7386762,,,,,Administrative data
Sampaguita,"Sampaguita Compound, Atlas Road, Brgy. San Bartolome","Sampaguita Compound, Atlas Road, Barangay San Bartolome, Quezon City, Philippines",San Bartolome,5.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0293262,14.713147,,,,,Administrative data
San Antonio I,173 West Riverside St.,"173 West Riverside Street, Quezon City, Philippines",San Antonio,1.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0142544,14.6516477,,,,,Administrative data
San Antonio II,47 Guerrero St.,"47 Guerrero Street, Quezon City, Philippines",San Antonio,1.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,,,,,Administrative data
San Antonio III,"Lot 5 Alley 7, 31 San Jose St.","Lot 5 Alley 7, 31 San Jose Street, Quezon City, Philippines",San Antonio,1.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,,,,,Administrative data
San Isidro Galas,"Brgy. San Isidro Galas Bgy. Hall Compound, Unang Hakbang St.","Barangay San Isidro Galas Barangay Hall Compound, Unang Hakbang Street, Quezon City, Philippines",San Isidro,4.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0085556,14.61146,,,,,Administrative data
San Isidro Labrador,#91 Halcon St.,"91 Halcon Street, Quezon City, Philippines",San Isidro Labrador,1.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,,,,,Administrative data
San Jose,80 Tendido St.,"80 Tendido Street, Quezon City, Philippines",San Jose,1.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,120.9943232,14.6432395,,,,,Administrative data
San Jose Seminary I,"Road 19 Bahay Toro, Proj. 8","Road 19 Bahay Toro, Proj. 8, Quezon City, Philippines",Bahay Toro,1.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0200335,14.664437,,,,,Administrative data
San Jose Seminary II,Road 19 Bahay Toro Proj. 8,"Road 19 Bahay Toro Proj. 8, Quezon City, Philippines",Bahay Toro,1.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0200335,14.664437,,,,,Administrative data
San Martin de Porres Annex,Conrado Benitez St. Brgy. San Martin de Porres,"Conrado Benitez Street Barangay San Martin de Porres, Quezon City, Philippines",San Martin de Porres,4.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,,,,,Administrative data
San Martin de Porres I,Conrado Benitez St. Brgy. San Martin de Porres,"Conrado Benitez Street Barangay San Martin de Porres, Quezon City, Philippines",San Martin de Porres,4.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,,,,,Administrative data
San Pedro IX,Santan St. San Pedro IX Subd. Brgy. Bagbag,"Santan Street San Pedro IX Subdivision Barangay Bagbag, Quezon City, Philippines",Bagbag,5.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.021331,14.7008367,,,,,Administrative data
San Roque,"85 19th ave., Brgy. San Roque","85 19th Avenue, Barangay San Roque, Quezon City, Philippines",San Roque,3.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0633231,14.6185279,,,,,Administrative data
San Vicente,Fatima St. cor. Maayusin Ext. Brgy. San Vicente,"Fatima Street corner Maayusin Extension Barangay San Vicente, Quezon City, Philippines",San Vicente,4.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0560736,14.6526008,,,,,Administrative data
santa rafaela maria school quezon city inc.,"#55, salvador, loyola heights, quezon city, ncr, 1108","55, salvador, loyola heights, quezon city, ncr, 1108, Philippines",Loyola Heights,3.0,Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:00 AM,4:00 PM,121.0723201,14.6392245,,,,,Administrative data
Santol,"Brgy. Santol Brgy. Hall, Silencio cor. Baloy St.","Barangay Santol Barangay Hall, Silencio corner Baloy Street, Quezon City, Philippines",Santol,4.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0145453,14.612333,,,,,Administrative data
SAPAMANAI,"2nd Floor SAPAMANAI Bldg., Molave St. cor Mahogany St. Brgy Fairview","2nd Floor SAPAMANAI Building, Molave Street corner Mahogany Street Barangay Fairview, Quezon City, Philippines",Fairview,5.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0691961,14.7105643,,,,,Administrative data
Sapang Kangkong,"168 Kilusan St., Brgy. Matandang Balara","168 Kilusan Street, Barangay Matandang Balara, Quezon City, Philippines",Matandang Balara,3.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0743781,14.6717796,,,,,Administrative data
shining stars child development tutorial center,"2f - 1c 1d, pearl drive commercial center , commonwealth ave corner pearl street, fairview, quezon city, ncr, 1118","2f - 1c 1d, pearl drive commercial center , commonwealth ave corner pearl street, fairview, quezon city, ncr, 1118, Philippines",Commonwealth,2.0,Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:00 AM,5:00 PM,,,,,,,Administrative data
Silangan,"193 Ermin Garcia St., Cubao, Brgy. Silangan","193 Ermin Garcia Street, Cubao, Barangay Silangan, Quezon City, Philippines",Silangan,3.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0561355,14.6289309,,,,,Administrative data
Sitio 6,"Lot 18 Blk 52, Abad Santos St, Sitio 6, Brgy. Sta Lucia","Lot 18 Blk 52, Abad Santos St, Sitio 6, Barangay Sta Lucia, Quezon City, Philippines",Sta. Lucia,5.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0517908,14.708652,,,,,Administrative data
Sitio Cabuyao I,"Area 5a, Sauyo Road","Area 5a, Sauyo Road, Quezon City, Philippines",Sauyo,6.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0322259,14.6888669,,,,,Administrative data
Sitio Cabuyao II,"Area 6, Sauyo Road","Area 6, Sauyo Road, Quezon City, Philippines",Sauyo,6.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,,,,,Administrative data
Sitio Kislap,"Sitio Kislap Pearl St, Brgy. Fairview","Sitio Kislap Pearl St, Barangay Fairview, Quezon City, Philippines",Fairview,5.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0729959,14.7075388,,,,,Administrative data
Sitio Lambak,Flores St. Brgy. Krus Na Ligas,"Flores Street Barangay Krus Na Ligas, Quezon City, Philippines",Krus na Ligas,4.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0630151,14.6407989,,,,,Administrative data
Sitio Maligaya I,14 Bayanihan Drive,"14 Bayanihan Drive, Quezon City, Philippines",Bahay Toro,1.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0239018,14.6682388,,,,,Administrative data
Sitio Maligaya II,14 Bayanihan Drive,"14 Bayanihan Drive, Quezon City, Philippines",Bahay Toro,1.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,,,,,Administrative data
Sitio Pajo,GK Sitio Pajo,"GK Sitio Pajo, Quezon City, Philippines",Baesa,6.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0145391,14.6626972,,,,,Administrative data
Sitio RABOSNA,"14 Ruby St Sitio Rabosna, Brgy. Fairview","14 Ruby St Sitio Rabosna, Barangay Fairview, Quezon City, Philippines",Fairview,5.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0674574,14.7098201,,,,,Administrative data
Sitio Ruby,"Sitio Ruby St. SERNAI East Fairview, Brgy. Fairview","Sitio Ruby Street SERNAI East Fairview, Barangay Fairview, Quezon City, Philippines",Fairview,5.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0726771,14.7100359,,,,,Administrative data
Sitio San Roque,Sitio San Roque Compound,"Sitio San Roque Compound, Quezon City, Philippines",Sangandaan,6.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,,,,,Administrative data
Sitio Sto. Cristo,#25 Sitio Sto. Cristo,"25 Sitio Sto. Cristo, Quezon City, Philippines",,1.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0298333,14.6615457,,,,,Administrative data
Sitio Urlina,Sitio Urlina Lilac St. Brgy. Fairview,"Sitio Urlina Lilac Street Barangay Fairview, Quezon City, Philippines",Fairview,5.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0625297,14.6941097,,,,,Administrative data
Sitio Veterans I,"Ground Floor, Sitio Veterans CDC, Lot 1 Block 18, Dove St., Area 1 Sitio Veterans, corner Don Vicente St., Brgy. Bagong Silangan","Ground Floor, Sitio Veterans CDC, Lot 1 Block 18, Dove Street, Area 1 Sitio Veterans, corner Don Vicente Street, Barangay Bagong Silangan, Quezon City, Philippines",Bagong Silangan,2.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.1051639,14.7070269,,,,,Administrative data
Sitio Veterans II,"Second Floor, Sitio Veterans CDC, Lot 1 Block 18, Dove St., Area 1 Sitio Veterans, corner Don Vicente St., Brgy. Bagong Silangan","Second Floor, Sitio Veterans CDC, Lot 1 Block 18, Dove Street, Area 1 Sitio Veterans, corner Don Vicente Street, Barangay Bagong Silangan, Quezon City, Philippines",Bagong Silangan,2.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.1051639,14.7070269,,,,,Administrative data
smartyville learning center,"unit 14 2nd floor , gtr bldg , no. 2 katipunan ave corner king ferdinand st, kings point subdivision , bagbag, quezon city, ncr, 1116","unit 14 2nd floor , gtr bldg , 2 katipunan ave corner king ferdinand st, kings point subdivision , bagbag, quezon city, ncr, 1116, Philippines",Katipunan,1.0,Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:00 AM,5:00 PM,,,,,,,Administrative data
Socorro,"#1 15th ave. cor. Boni Serrano Rd., Brgy. Socorro","1 15th Avenue corner Boni Serrano Road, Barangay Socorro, Quezon City, Philippines",Socorro,3.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0624669,14.6130574,,,,,Administrative data
Soliven,"Commonwealth Heights, Soliven St. corner President Quezon St., Brgy. Commonwealth","Commonwealth Heights, Soliven Street corner President Quezon Street, Barangay Commonwealth, Quezon City, Philippines",Commonwealth,2.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,,,,,Administrative data
South Triangle,Brgy. South Triangle Barangay Hall Sct. Bayoran St.,"Barangay South Triangle Barangay Hall Sct. Bayoran Street, Quezon City, Philippines",South Triangle,4.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0374221,14.6377557,,,,,Administrative data
Springfield,"Springfield St., Brgy. Payatas","Springfield Street, Barangay Payatas, Quezon City, Philippines",Payatas,2.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,,,,,Administrative data
St. Andrew,"Sampaguita St., Dantes Subd., Damong Maliit, Brgy. Nagkaisang Nayon","Sampaguita Street, Dantes Subdivision, Damong Maliit, Barangay Nagkaisang Nayon, Quezon City, Philippines",Nagkaisang Nayon,5.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0326538,14.7241438,,,,,Administrative data
St. Catherine,"St. Catherine St., Brgy. Holy Spirit","Street Catherine Street, Barangay Holy Spirit, Quezon City, Philippines",Holy Spirit,2.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,,,,,Administrative data
St. Francis,"Barangay Hall Compd., Patnubay Street, St. Francis Village","Barangay Hall Compd., Patnubay Street, Street Francis Village, Quezon City, Philippines",San Agustin,5.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0384666,14.7292606,,,,,Administrative data
st. mark integrated school inc.,"#3, gloria ii subd., tandang sora, quezon city, ncr, 1116","3, gloria ii Subdivision, tandang sora, quezon city, ncr, 1116, Philippines",Tandang Sora,6.0,Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:00 AM,5:00 PM,121.0422266,14.6765618,,,,,Administrative data
Sta. Cruz,2nd Flr. Multi-purpose Hall 23D Gen. Lim St.,"2nd Floor Multi-purpose Hall 23D Gen. Lim Street, Quezon City, Philippines",Sta. Cruz,1.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0169696,14.6330369,,,,,Administrative data
Sta. Monica,"Barangay Hall Compd., Moises St., Jordan Plains Subd., Brgy. Sta Monica","Barangay Hall Compd., Moises Street, Jordan Plains Subdivision, Barangay Sta Monica, Quezon City, Philippines",Sta. Monica,5.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0451835,14.7247805,,,,,Administrative data
Sta. Teresita,Mayon cor. Dapitan St. Barangay Hall Compd.,"Mayon corner Dapitan Street Barangay Hall Compd., Quezon City, Philippines",Sta. Teresita,1.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,,,,,,,Administrative data
"ste. anne de beaupre school, inc.","faith st., 7 teresa village, bahay toro, quezon city, ncr, 1106","faith Street, 7 teresa village, bahay toro, quezon city, ncr, 1106, Philippines",Bahay Toro,1.0,Childcare,Private,Child learning center,"QC Future Ready dashboard, Childcare",8:00 AM,5:00 PM,,,,,,,Administrative data
Sto. Cristo,5 Romblon St.,"5 Romblon Street, Quezon City, Philippines",Sto. Cristo,1.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0292552,14.6627338,,,,,Administrative data
Sto. Domingo,14 Maria Clara St.,"14 Maria Clara Street, Quezon City, Philippines",Sto. Domingo (Matalahib),1.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0095362,14.6299906,,,,,Administrative data
Sto. Domingo,"Republic Chapel (inside the gate), Brgy. Holy Spirit","Republic Chapel (inside the gate), Barangay Holy Spirit, Quezon City, Philippines",Holy Spirit,2.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.0849339,14.6898365,,,,,Administrative data
Sto. Niño,Inocando St. Corner Santol St. Brgy. Sto. Niño,"Inocando Street Corner Santol Street Barangay Sto. Niño, Quezon City, Philippines",Sto. Niño,4.0,Childcare,Public,Child development center,"Data_QC Caring Cities Tracker, QC Administrative Data - Child",,,121.01257,14.6129641,,,,,Administrative data
