,name_original,address,address_clean,barangay,district,major_division,sub_division,category,source_reference,open_hours,close_hours,longitude,latitude,frequency_mon_fri,frequency_saturday,frequency_sunday,bus_route,data_source
1213,"Philippine Institute of Quezon City, Inc.","62 Kitanlad St., Brgy. Doña Josefa, Quezon City","62 Kitanlad Street, Barangay Doña Josefa, Quezon City, Philippines",Doña Josefa,4,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0088707,14.6189609,#N/A,#N/A,#N/A,#N/A,Administrative data
1214,"Philippine Institute of Quezon City, Inc.","62 Kitanlad St., Brgy. Doña Josefa, Quezon City","62 Kitanlad Street, Barangay Doña Josefa, Quezon City, Philippines",Doña Josefa,4,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0088707,14.6189609,#N/A,#N/A,#N/A,#N/A,Administrative data
1215,Philippine Lyceum of Saint Dominique Inc.,"#3 Calderon St. Matandang Balara, Quezon City","3 Calderon Street Matandang Balara, Quezon City, Philippines",Matandang Balara,3,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0767493,14.6684537,#N/A,#N/A,#N/A,#N/A,Administrative data
1216,Philippine Lyceum of Saint Dominique Inc.,"#3 Calderon St. Matandang Balara, Quezon City","3 Calderon Street Matandang Balara, Quezon City, Philippines",Matandang Balara,3,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0767493,14.6684537,#N/A,#N/A,#N/A,#N/A,Administrative data
1217,Philippine Lyceum of Saint Dominique Inc.,"#3 Calderon St. Matandang Balara, Quezon City","3 Calderon Street Matandang Balara, Quezon City, Philippines",Matandang Balara,3,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0767493,14.6684537,#N/A,#N/A,#N/A,#N/A,Administrative data
1218,Philippine Lyceum of Saint Dominique Inc.,"#3 Calderon St. Matandang Balara, Quezon City","3 Calderon Street Matandang Balara, Quezon City, Philippines",Matandang Balara,3,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0767493,14.6684537,#N/A,#N/A,#N/A,#N/A,Administrative data
1219,Philippine Montessori Center,"27 Queensville St., Whiteplains, Quezon City","27 Queensville Street, Whiteplains, Quezon City, Philippines",White Plains,3,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.072835,14.605951,#N/A,#N/A,#N/A,#N/A,Administrative data
1220,Philippine Montessori Center,"27 Queensville St., Whiteplains, Quezon City","27 Queensville Street, Whiteplains, Quezon City, Philippines",White Plains,3,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.072835,14.605951,#N/A,#N/A,#N/A,#N/A,Administrative data
1221,Philippine Montessori Center,"27 Queensville St., Whiteplains, Quezon City","27 Queensville Street, Whiteplains, Quezon City, Philippines",White Plains,3,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.072835,14.605951,#N/A,#N/A,#N/A,#N/A,Administrative data
1223,Philippines Womens University - (Frmly JASMS),"51# Congessional Ave., Cor. Villa Socorro, Brgy Bahay Toro, QC","51 Congessional Avenue, corner Villa Socorro, Barangay Bahay Toro, Quezon City, Philippines",Bahay Toro,1,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0382954,14.6708129,#N/A,#N/A,#N/A,#N/A,Administrative data
1224,Philippines Womens University - (Frmly JASMS),"51# Congessional Ave., Cor. Villa Socorro, Brgy Bahay Toro, QC","51 Congessional Avenue, corner Villa Socorro, Barangay Bahay Toro, Quezon City, Philippines",Bahay Toro,1,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0382954,14.6708129,#N/A,#N/A,#N/A,#N/A,Administrative data
1225,Philippines Womens University - (Frmly JASMS),"51# Congessional Ave., Cor. Villa Socorro, Brgy Bahay Toro, QC","51 Congessional Avenue, corner Villa Socorro, Barangay Bahay Toro, Quezon City, Philippines",Bahay Toro,1,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0382954,14.6708129,#N/A,#N/A,#N/A,#N/A,Administrative data
1226,Philippines Womens University - (Frmly JASMS),"51# Congessional Ave., Cor. Villa Socorro, Brgy Bahay Toro, QC","51 Congessional Avenue, corner Villa Socorro, Barangay Bahay Toro, Quezon City, Philippines",Bahay Toro,1,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0382954,14.6708129,#N/A,#N/A,#N/A,#N/A,Administrative data
1233,Piagetian Guided Educational Center,"#95 Scout Reyes St., Brgy. Paligsahan, QC","95 Scout Reyes Street, Barangay Paligsahan, Quezon City, Philippines",Paligsahan,4,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0261691,14.6337756,#N/A,#N/A,#N/A,#N/A,Administrative data
1234,Piagetian Guided Educational Center,"#95 Scout Reyes St., Brgy. Paligsahan, QC","95 Scout Reyes Street, Barangay Paligsahan, Quezon City, Philippines",Paligsahan,4,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0261691,14.6337756,#N/A,#N/A,#N/A,#N/A,Administrative data
1240,Pinyahan ES,#N/A,#N/A,Pinyahan,4,Schools,Public,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",#N/A,#N/A,121.050469,14.638309,#N/A,#N/A,#N/A,#N/A,Administrative data
1243,Placido del Mundo ES,#N/A,#N/A,Talipapa,6,Schools,Public,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",#N/A,#N/A,121.0252308,14.6872945,#N/A,#N/A,#N/A,#N/A,Administrative data
1248,"PMI COLLEGES , Inc",73 Roosevelt Avenue SFDM Quezon City,"73 Roosevelt Avenue SFDM Quezon City, Philippines",#N/A,1,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0177029,14.6341048,#N/A,#N/A,#N/A,#N/A,Administrative data
1249,"PMW School, Inc. - (Frmly PMWA Lrng. Ctr.)","59 Matatag St., Brgy. Pinyahan, QC","59 Matatag Street, Barangay Pinyahan, Quezon City, Philippines",Pinyahan,4,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0486655,14.6376494,#N/A,#N/A,#N/A,#N/A,Administrative data
1250,"PMW School, Inc. - (Frmly PMWA Lrng. Ctr.)","59 Matatag St., Brgy. Pinyahan, QC","59 Matatag Street, Barangay Pinyahan, Quezon City, Philippines",Pinyahan,4,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0486655,14.6376494,#N/A,#N/A,#N/A,#N/A,Administrative data
1251,"PMW School, Inc. - (Frmly PMWA Lrng. Ctr.)","59 Matatag St., Brgy. Pinyahan, QC","59 Matatag Street, Barangay Pinyahan, Quezon City, Philippines",Pinyahan,4,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0486655,14.6376494,#N/A,#N/A,#N/A,#N/A,Administrative data
1253,Ponciano A. Bernardo High School,#N/A,#N/A,Kaunlaran,4,Schools,Public,High school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",#N/A,#N/A,121.0493891,14.6140133,#N/A,#N/A,#N/A,#N/A,Administrative data
1254,Ponciano Bernardo ES,#N/A,#N/A,Kaunlaran,4,Schools,Public,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",#N/A,#N/A,121.0493031,14.6144723,#N/A,#N/A,#N/A,#N/A,Administrative data
1260,Positive Thinker Learning Center Inc.,"No. 32 Riverview Drive, Blueridge B. QC.","32 Riverview Drive, Blueridge B. Quezon City., Philippines",Blue Ridge B,3,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0774573,14.6179601,#N/A,#N/A,#N/A,#N/A,Administrative data
1261,Positive Thinker Learning Center Inc.,"No. 32 Riverview Drive, Blueridge B. QC.","32 Riverview Drive, Blueridge B. Quezon City., Philippines",Blue Ridge B,3,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0774573,14.6179601,#N/A,#N/A,#N/A,#N/A,Administrative data
1264,Precious Lrng. Institute,"1 Kagawad Rd., Talanay A. Batasan Hills, QC","1 Kagawad Road, Talanay A. Batasan Hills, Quezon City, Philippines",Batasan Hills,2,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.099086,14.683621,#N/A,#N/A,#N/A,#N/A,Administrative data
1265,Precious Lrng. Institute,"1 Kagawad Rd., Talanay A. Batasan Hills, QC","1 Kagawad Road, Talanay A. Batasan Hills, Quezon City, Philippines",Batasan Hills,2,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.099086,14.683621,#N/A,#N/A,#N/A,#N/A,Administrative data
1266,Precious Lrng. Institute,"1 Kagawad Rd., Talanay A. Batasan Hills, QC","1 Kagawad Road, Talanay A. Batasan Hills, Quezon City, Philippines",Batasan Hills,2,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.099086,14.683621,#N/A,#N/A,#N/A,#N/A,Administrative data
1267,Pres. Corazon C. Aquino ES,#N/A,#N/A,Batasan Hills,2,Schools,Public,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",#N/A,#N/A,121.093262,14.6892666,#N/A,#N/A,#N/A,#N/A,Administrative data
1270,"Prime Montessori School, Inc.","B76L67, Asension Rd., Lagro, QC","B76L67, Asension Road, Lagro, Quezon City, Philippines",Greater Lagro,5,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0675179,14.7324769,#N/A,#N/A,#N/A,#N/A,Administrative data
1271,"Prime Montessori School, Inc.","B76L67, Asension Rd., Lagro, QC","B76L67, Asension Road, Lagro, Quezon City, Philippines",Greater Lagro,5,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0675179,14.7324769,#N/A,#N/A,#N/A,#N/A,Administrative data
1272,"Prime Montessori School, Inc.","B76L67, Asension Rd., Lagro, QC","B76L67, Asension Road, Lagro, Quezon City, Philippines",Greater Lagro,5,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0675179,14.7324769,#N/A,#N/A,#N/A,#N/A,Administrative data
1275,"Prince Nikki School, Inc","#2718 Pinagkaisa St. Brgy Commonwealth , QC","2718 Pinagkaisa Street Barangay Commonwealth , Quezon City, Philippines",Commonwealth,2,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0906881,14.702503,#N/A,#N/A,#N/A,#N/A,Administrative data
1276,"Prince Nikki School, Inc","#2718 Pinagkaisa St. Brgy Commonwealth , QC","2718 Pinagkaisa Street Barangay Commonwealth , Quezon City, Philippines",Commonwealth,2,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0906881,14.702503,#N/A,#N/A,#N/A,#N/A,Administrative data
1277,"Prince Nikki School, Inc","#2718 Pinagkaisa St. Brgy Commonwealth , QC","2718 Pinagkaisa Street Barangay Commonwealth , Quezon City, Philippines",Commonwealth,2,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0906881,14.702503,#N/A,#N/A,#N/A,#N/A,Administrative data
1278,Progeny Ardent School Inc.,"338 Leyte Gulf St., Area II, Vet. Viil., Holy Spirit, QC","338 Leyte Gulf Street, Area II, Vet. Viil., Holy Spirit, Quezon City, Philippines",Holy Spirit,2,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0702549,14.683702,#N/A,#N/A,#N/A,#N/A,Administrative data
1279,Progeny Ardent School Inc.,"338 Leyte Gulf St., Area II, Vet. Viil., Holy Spirit, QC","338 Leyte Gulf Street, Area II, Vet. Viil., Holy Spirit, Quezon City, Philippines",Holy Spirit,2,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0702549,14.683702,#N/A,#N/A,#N/A,#N/A,Administrative data
1280,Progeny Ardent School Inc.,"338 Leyte Gulf St., Area II, Vet. Viil., Holy Spirit, QC","338 Leyte Gulf Street, Area II, Vet. Viil., Holy Spirit, Quezon City, Philippines",Holy Spirit,2,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0702549,14.683702,#N/A,#N/A,#N/A,#N/A,Administrative data
1281,Progressive Little Saints Lrng Ctr. Inc,"51 10th St., Rolling Hills Vill., Damayang Lagi, QC","51 10th Street, Rolling Hills Village, Damayang Lagi, Quezon City, Philippines",Damayan,1,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Administrative data
1282,Progressive Little Saints Lrng Ctr. Inc,"51 10th St., Rolling Hills Vill., Damayang Lagi, QC","51 10th Street, Rolling Hills Village, Damayang Lagi, Quezon City, Philippines",Damayan,1,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Administrative data
1284,Project 3 Elementary School,#N/A,#N/A,Duyan-duyan,3,Schools,Public,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",#N/A,#N/A,121.0677732,14.6306614,#N/A,#N/A,#N/A,#N/A,Administrative data
1286,Project 6 Special Science Elementary School,#N/A,#N/A,Project 6,1,Schools,Public,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",#N/A,#N/A,121.0397709,14.662485,#N/A,#N/A,#N/A,#N/A,Administrative data
1287,"Promise Land Christian School of Payatas, Inc","37 Luzon St., Lupang Pangako, Ph. 4, Area B, Payatas, Quezon City","37 Luzon Street, Lupang Pangako, Ph. 4, Area B, Payatas, Quezon City, Philippines",Payatas,2,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Administrative data
1288,"Promise Land Christian School of Payatas, Inc","37 Luzon St., Lupang Pangako, Ph. 4, Area B, Payatas, Quezon City","37 Luzon Street, Lupang Pangako, Ph. 4, Area B, Payatas, Quezon City, Philippines",Payatas,2,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Administrative data
1289,"Promise Land Christian School of Payatas, Inc","37 Luzon St., Lupang Pangako, Ph. 4, Area B, Payatas, Quezon City","37 Luzon Street, Lupang Pangako, Ph. 4, Area B, Payatas, Quezon City, Philippines",Payatas,2,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Administrative data
1290,"Promise Land Christian School of Payatas, Inc","37 Luzon St., Lupang Pangako, Ph. 4, Area B, Payatas, Quezon City","37 Luzon Street, Lupang Pangako, Ph. 4, Area B, Payatas, Quezon City, Philippines",Payatas,2,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Administrative data
1292,Pugad Lawin HS,#N/A,#N/A,Bahay Toro,1,Schools,Public,High school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",#N/A,#N/A,121.0164961,14.664688,#N/A,#N/A,#N/A,#N/A,Administrative data
1293,Pura V. Kalaw ES,#N/A,#N/A,Milagrosa,3,Schools,Public,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Public schools",#N/A,#N/A,121.0679518,14.6213937,#N/A,#N/A,#N/A,#N/A,Administrative data
1306,"Quezon City Academy Foundation, Inc","1144 EDSA, Ramon Magsaysay, Q.C.","1144 EDSA, Ramon Magsaysay, Quezon City, Philippines",Ramon Magsaysay,1,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0258948,14.6568935,#N/A,#N/A,#N/A,#N/A,Administrative data
1307,"Quezon City Academy Foundation, Inc","1144 EDSA, Ramon Magsaysay, Q.C.","1144 EDSA, Ramon Magsaysay, Quezon City, Philippines",Ramon Magsaysay,1,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.0258948,14.6568935,#N/A,#N/A,#N/A,#N/A,Administrative data
1308,"Quezon City Adventist Elementary School, Inc.","#99 N. Ramirez St., Galas, Brgy. Don Manuel, QC","99 N. Ramirez Street, Galas, Barangay Don Manuel, Quezon City, Philippines",Don Manuel,4,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.007449,14.614502,#N/A,#N/A,#N/A,#N/A,Administrative data
1309,"Quezon City Christ is Lord Academy (QCLA), Inc.","#52 Roxas St. Pael Compd., Brgy. Culiat, QC","52 Roxas Street Pael Compd., Barangay Culiat, Quezon City, Philippines",Roxas,4,Schools,Private,Junior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Administrative data
1310,"Quezon City Christ is Lord Academy (QCLA), Inc.","#52 Roxas St. Pael Compd., Brgy. Culiat, QC","52 Roxas Street Pael Compd., Barangay Culiat, Quezon City, Philippines",Roxas,4,Schools,Private,Senior high school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Administrative data
1311,"Quezon City Christ is Lord Academy (QCLA), Inc.","#52 Roxas St. Pael Compd., Brgy. Culiat, QC","52 Roxas Street Pael Compd., Barangay Culiat, Quezon City, Philippines",Roxas,4,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Administrative data
1312,"Quezon City Christ is Lord Academy (QCLA), Inc.","#52 Roxas St. Pael Compd., Brgy. Culiat, QC","52 Roxas Street Pael Compd., Barangay Culiat, Quezon City, Philippines",Roxas,4,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Administrative data
1313,Quezon City Christian Academy,"52 Mariano Cuenco St., Brgy. Lourdes, QC","52 Mariano Cuenco Street, Barangay Lourdes, Quezon City, Philippines",Lourdes,1,Schools,Private,Preschool,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.004467,14.6228951,#N/A,#N/A,#N/A,#N/A,Administrative data
1314,Quezon City Christian Academy,"52 Mariano Cuenco St., Brgy. Lourdes, QC","52 Mariano Cuenco Street, Barangay Lourdes, Quezon City, Philippines",Lourdes,1,Schools,Private,Elementary school,"Data_QC Caring Cities Tracker, QC Administrative Data - Private schools",#N/A,#N/A,121.004467,14.6228951,#N/A,#N/A,#N/A,#N/A,Administrative data
